0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
486 | 甄嬛 | （壽康宮） | 多謝太后賞賜。
487 | 甄嬛 | （碎玉軒） | 這是什麼呀？
487 | 槿汐 | （碎玉軒） | 這個都是皇上剛派人送來的。這個是玉露瓊脂膏，聽說祛疤效果最好了。這個是復顏如玉粉，凝結血痕的。這樣的藥皇上賜了許多呢。
487 | 甄嬛 | （碎玉軒） | 貓這一爪抓得並不深，可看著總是觸目驚心。
487 | 槿汐 | （碎玉軒） | 從今兒起，小主萬事可要格外小心。飲食方面的事奴婢會格外為您照看的。皇上也已經從御膳房撥了一個御廚來，專門照看小主的飲食，旁人不得插手。小主吃的藥今後由章太醫專門為小主打點，章太醫為人老成，想必不會有什麼差錯。
487 | 小允子 | （碎玉軒） | 小主，安常在來了。
487 | 甄嬛 | （碎玉軒） | 快請進來。
487 | 陵容 | （碎玉軒） | 姐姐。驚著姐姐了，陵容這個樣子實在是不應該出門的。
487 | 甄嬛 | （碎玉軒） | 怎麼嗓子成這樣了？快坐。
487 | 陵容 | （碎玉軒） | 咳疾總是不見好，有些傷到嗓子了。
487 | 甄嬛 | （碎玉軒） | 什麼糊塗太醫，怎麼也不好好治呢？
487 | 陵容 | （碎玉軒） | 是我自己身子弱，太醫才不敢下重了藥。那日我強撐著去陪皇后娘娘賞花，結果因為富察貴人的事受了驚嚇，加重了風寒，所以這些日子都沒能來看姐姐，恭賀姐姐大喜。
487 | 甄嬛 | （碎玉軒） | 這些都是小事，你自己的身子要緊。皇上可知道了？
487 | 陵容 | （碎玉軒） | 回宮之後皇上倒是召我去過養心殿，可惜我自己不能唱出聲來，皇上便囑咐我好生休養，之後就再沒召幸過我了。
487 | 甄嬛 | （碎玉軒） | 什麼時候的事啊？我竟然都不知道。
487 | 陵容 | （碎玉軒） | 不是什麼光彩的事，何必人人都知道呢。光顧著說，我倒讓姐姐傷心了，竟忘了今日的來意。姐姐的傷可好些了嗎？
487 | 甄嬛 | （碎玉軒） | 已經在癒合了，太醫看過了，皇上也賜了藥下來，想來養幾日就好了。
487 | 陵容 | （碎玉軒） | 皇上賜的藥倒是好的，只是姐姐有了身孕，可不能隨便什麼藥都用，再者皇上賞的這些藥大多都是外頭進貢的，也未必合咱們的體質，姐姐你說是不是？
487 | 甄嬛 | （碎玉軒） | 你說得也有理。
487 | 陵容 | （碎玉軒） | 對了，這盒舒痕膠是陵容家傳的，據說當年吳主孫和的愛妃鄧夫人被玉如意傷了臉，就是以此復原的。這舒痕膠中的桃花和珍珠粉令人好顏色，魚骨膠、蜂蜜可以使肌膚光滑，玉屑和琥珀都是癒合傷口平復疤痕的，尤為珍貴的是白獺髓了，可以使疤痕退色，光復如新。
487 | 甄嬛 | （碎玉軒） | 其他的也就罷了，這白獺髓是極難得的，恐怕宮中也很少有。
487 | 陵容 | （碎玉軒） | 是啊，白獺一般只在富春江一帶出產，偶爾死後有碎骨藏於石穴之中，才能取出一些骨髓來，最好還是得趁新鮮的時候，否則的話即便有用，效力也遠遠不及新鮮的了。
487 | 甄嬛 | （碎玉軒） | 好香啊。
487 | 陵容 | （碎玉軒） | 本想用香料調和氣味的，又想著姐姐是有身子的人忌用香料，所以我就用了鮮花調和氣味，這樣的話姐姐聞著也不覺得有藥氣了。
487 | 甄嬛 | （碎玉軒） | 好是極好的，只是太名貴了，我怎麼好收呢？
487 | 陵容 | （碎玉軒） | 我的東西便是姐姐的東西，姐姐的傷口好了，我便心安了。另外，姐姐那裡有傷，如今春日裡花粉大灰塵多，若不當心沾上了反而是不利，再者這舒痕膠抹上之後也忌吹風，姐姐若是出門的話，可得把傷口好好遮住了。
487 | 甄嬛 | （碎玉軒） | 你這樣細心，我都不知道怎麼謝你了。
488 | 甄嬛 | （碎玉軒） | 嚐嚐這個。
488 | 淳兒 | （碎玉軒） | 聽說姐姐臨盆的時候，孃家的母親就可以進宮來陪著，是真的麼？
488 | 甄嬛 | （淳兒嘆氣） （碎玉軒） | 是啊，到了八個月的時候，皇上就有恩旨了。你整日裡笑呵呵的沒什麼心事，怎麼突然學會嘆氣了？
488 | 淳兒 | （碎玉軒） | 我好久都沒有見到孃親了，姐姐倒好，等肚子裡娃娃大了，就能見到母親了。
488 | 甄嬛 | （碎玉軒） | 你比我小兩歲，在家裡又是幼女，進宮至今都未見過家裡人一面，可不是要想家了？
488 | 槿汐 | （碎玉軒） | 沒事的，小主在宮中過得好，那夫人在府中豈不是高興啊？再說了，咱們宮中的吃食那外面哪能比得了呢？
488 | 甄嬛 | （碎玉軒） | 這是現蒸的牛乳菱粉香糕，熱騰騰的最好吃了。
488 | 淳兒 | （碎玉軒） | 好吃。
488 | 甄嬛 | （碎玉軒） | 我真羨慕你，只要一有吃的便什麼煩心事都拋到九霄雲外去了，書中常說“心思恪純”，大抵就是說你這樣性子的人吧。
488 | 淳兒 | （碎玉軒） | 我才不管什麼心思純不純，東西好吃我便高興。
488 | 甄嬛 | （碎玉軒） | 我聽雨兒說你喜歡吃菱粉香糕，就讓小廚房給備下了，又兌了些牛乳進去，會格外鬆軟些。
488 | 淳兒 | （碎玉軒） | 你這裡做的比我們那兒好吃多了。
488 | 甄嬛 | （碎玉軒） | 你若喜歡吃，我就讓小廚房天天備著，只是一樣：不許吃撐了肚子。
488 | 淳兒 | （碎玉軒） | 莞姐姐，真的有個小孩在你肚子裡面嗎？
488 | 甄嬛 | （碎玉軒） | 是啊，不過他還是個很小很小的孩子，連手和腳都沒有長出來呢。
488 | 淳兒 | （碎玉軒） | 這樣小啊？
488 | 甄嬛 | （碎玉軒） | 你若喜歡他，我把他給你做外甥好不好？
488 | 淳兒 | （取下手鐲） （碎玉軒） | 真的嗎，我可以做他姨娘？那，這是我的定禮，以後他就得管我叫姨娘了。
488 | 甄嬛 | （碎玉軒） | 禮都收下了，自然是賴不了了你瞧你姨娘對你多好，還沒個影兒呢，禮都送來了。
488 | 淳兒 | （碎玉軒） | 寶貝，寶貝，你要快快地長啊，等你長大了，姨娘就把天底下最好吃的東西都讓給你吃，什麼桃花姬、糯米糕、豆沙卷，還有荔枝好郎君，絕對不和你搶，你就等著吃成一個胖娃娃吧。
488 | 甄嬛 | （碎玉軒） | 還有啊，你姨娘還要給你生好多好多寶貝孩兒跟你做伴呢，高不高興？
488 | 淳兒 | （跑了） （碎玉軒） | 姐姐不害羞，笑話我呢。
488 | 槿汐 | （碎玉軒） | 淳小主跑得真快，一溜煙兒就沒影了。
488 | 淳兒 | （探頭） （碎玉軒） | 姐姐，那我生七八個小孩陪姐姐的小孩躲貓貓，夠嗎？
488 | 甄嬛 | （碎玉軒） | 夠了夠了，再多咱們也管不了了。
489 | 頌芝 | （翊坤宮） | 娘娘，兩位江太醫剛才來過了，要給娘娘請平安脈，後來得知皇上要過來用膳，他們兩個在這裡不方便，所以便留下話說傍晚時候再來。
489 | 華妃 | （翊坤宮） | 對了，碎玉軒那個有身孕不能侍寢，皇上還常去看她，讓江太醫提醒皇上少去。
489 | 頌芝 | （翊坤宮） | 雖說莞貴人現在有了身孕，可是——還有一個小狐媚子淳常在呢，倒是便宜了她。
489 | 華妃 | （翊坤宮） | 小小年紀一股子妖媚，裝天真無知博皇上喜歡。
489 | 頌芝 | （翊坤宮） | 娘娘別生氣，不過是一個小丫頭片子罷了，她言行無狀，娘娘什麼時候尋個由頭把她料理了便是了。
490 | 甄嬛 | （碎玉軒） | 姑姑是宮裡積年的老姑姑了，能得姑姑為我梳冊封的髮髻，那真是我的福氣。
490 | 姑姑 | （碎玉軒） | 小主，您的額發生得真高，老奴在宮裡為那麼多的小主梳過頭，就數小主的額發最高，如今小主又身懷有孕，真是福澤深厚啊，其他人是不能比的。
490 | 流朱 | （碎玉軒） | 是啊，宮裡人都知道額發生得越高福氣越大，小主一看就是有福的人。
490 | 甄嬛 | （碎玉軒） | 好重啊。
490 | 流朱 | （碎玉軒） | 如今只是封莞嬪，小主就嫌頭上首飾重了，那以後當了貴妃可怎麼好呢？
490 | 甄嬛 | （碎玉軒） | 別胡說。
490 | 姑姑 | （碎玉軒） | 姑娘所言極是，小主要是生下皇子，害怕沒有封貴妃的那一日嗎？
491 | 皇后 | （景仁宮） | 敬妃馮氏、莞嬪甄氏，得天所授，承兆內闈，望今後修德自持，和睦宮闈，勤謹奉上，綿延後嗣。
491 | 敬妃甄嬛 | （景仁宮） | 臣妾承教於皇后，不勝欣喜。
492 | 小允子 | （碎玉軒） | 小主原是最愛逛的，如今有了身孕，傷又未好，成日在榻上睡著。
492 | 浣碧 | （碎玉軒） | 你沒聽太醫說嗎，我們家小主有了身孕了，那就是會犯困的。皇上好殷勤，每天都來看小主。
492 | 小允子 | （碎玉軒） | 那是，咱小主是皇上心尖尖上的人。我瞅著，哪怕咱們小主生的是一個公主呢，皇上也得歡喜得不得了。
492 | 浣碧 | （碎玉軒） | 別胡說，我們家小主要生啊，那就是個阿哥，公主有什麼用，你這不是咒小主嗎？
492 | 小允子 | （自行掌嘴） （碎玉軒） | 阿哥阿哥阿哥，當然是阿哥。
493 | 太監 | （鹹福宮） | 貴人，皇上來了，皇上來了！
493 | 眉莊 | （鹹福宮） | 知道了。
493 | 太監 | （鹹福宮） | 小主，您快拾掇拾掇去接駕吧。
493 | 蘇培盛 | （鹹福宮） | 皇上駕到！
493 | 眉莊 | （鹹福宮） | 皇上金安。
493 | 皇帝 | （鹹福宮） | 起來吧。還在喝藥？身子好些了嗎？
493 | 採月 | （被眉莊瞪了回去） （鹹福宮） | 回——
493 | 眉莊 | （皇帝欲拉手，眉莊縮手） （鹹福宮） | 多謝皇上，只是總還覺得有些累，太醫叫多躺著。
493 | 皇帝 | （鹹福宮） | 坐下說話。朕瞧著你氣色好多了。
493 | 眉莊 | （鹹福宮） | 多謝皇上關懷，這都是溫太醫的功勞。
493 | 皇帝 | （鹹福宮） | 眉兒，從前的事都是朕不好。
493 | 眉莊 | （鹹福宮） | 皇上是天子，天子怎會有錯？
493 | 皇帝 | （鹹福宮） | 等你好全了，朕讓敬事房再把你的綠頭牌掛上，朕先回去了。
493 | 眉莊 | （蘇培盛：皇上起駕！） （鹹福宮） | 是。恭送皇上。
494 | 蘇培盛 | （甄嬛忙躺下裝睡） （碎玉軒） | 皇上駕到！
494 | 槿汐 | （碎玉軒） | 給皇上請安。
494 | 皇帝 | （碎玉軒） | 早知道你是裝睡，裝也裝不像，睫毛一個勁地抖。
494 | 甄嬛 | （碎玉軒） | 四郎就愛欺負人家。
494 | 皇帝 | （碎玉軒） | 那個疤——顏色好像淡了些。
494 | 甄嬛 | （碎玉軒） | 奴婢變成醜無鹽了，四郎別看。
494 | 皇帝 | （碎玉軒） | 朕賜給你的膏藥用了嗎？
494 | 甄嬛 | （碎玉軒） | 用了。
494 | 皇帝 | （碎玉軒） | 等過些日子就會完好如初。嬛嬛絕世容光，不知世上有誰可堪相比。
494 | 甄嬛 | （碎玉軒） | 臣妾有一妹妹名叫玉嬈，堪稱國色，容貌絕不在臣妾之下。
494 | 皇帝 | （碎玉軒） | 能與你不相上下，朕可要見見。
494 | 甄嬛 | （碎玉軒） | 那可不許，四郎見到妹妹姿色，定會迫不及待地納她為妃子，到時候心中變沒有嬛嬛了。
494 | 皇帝 | （碎玉軒） | 能讓你吃醋，一定是絕代佳人，看來朕真的要納新妃了。你說，封你妹妹做什麼？貴人？嬪位？還是立刻封妃？
494 | 甄嬛 | （碎玉軒） | 只是臣妾妹妹今年尚不足十歲，還請皇上也能笑納。
494 | 皇帝 | （碎玉軒） | 想什麼呢？
494 | 甄嬛 | （碎玉軒） | 臣妾想，“歲月靜好”，大抵就是這個樣子吧。
494 | 皇帝 | （碎玉軒） | 嬛嬛，你有了朕的孩子，可知朕有多高興？
494 | 甄嬛 | （碎玉軒） | 臣妾也高興。
494 | 皇帝 | （為甄嬛插上一朵梨花） （碎玉軒） | 梨花潔白可堪與雪相比，花落眉間恍若無色，可見嬛嬛膚光勝雪。
494 | 甄嬛 | （碎玉軒） | 在額間作梅花圖案妝飾可稱為梅花妝，只是梨花色白不宜成妝，真是遺憾了。
494 | 皇帝 | （碎玉軒） | 其實要成妝也不難。
494 | 甄嬛 | （碎玉軒） | 真的嗎？
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 嬛嬛以為如何？
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 比之花鈿的生硬更添柔美，只是梨花色白，以胭脂勾勒卻不像真的了。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 美麗就好，擬態而非求真。這個妝，朕就叫它姣梨妝。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 四郎畫就，四郎取名，很是風雅，只怕有人會說四郎太偏心臣妾了。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕擺明了只偏心你一人，你還不高興？
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 眉姐姐的病剛好，皇上也該去看看姐姐。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕方才去看過她了，總覺得她待朕冷淡了許多。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 眉姐姐因為時疫病了這麼久，總會有些悶，若有不得體的地方，還請皇上恕罪。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 說到時疫，朕想起一件惱人的事。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 不知可否說來與臣妾一聽？
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕日前聽敬妃說，江誠、江慎治療時疫雖頗有見效，但私下裡收受了不少宮女太監的賄賂，有權勢者先治，地位卑下者不屑一顧，往往拖延醫藥，任其自生自滅。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 醫者父母心，如此舉動實在是有醫術而無醫品，而且臣妾想，宮中時疫一直未清，怕也是這個緣故。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕也是這麼想的。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 皇上可還記得昔日有人陷害惠貴人一事？
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕沒有忘，只是眼下時疫未清，還殺不得他們。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 臣妾倒可以向皇上舉薦一人，他可以治好時疫。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 誰啊？
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 太醫溫實初。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 為何？
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 溫太醫為姐姐治療時疫時頗有見效，而且臣妾聽聞江誠、江慎兩人的方子原是出自溫太醫之手，皇上若不信可去細細查問，凡經溫太醫之手治好的人，病總是會好得快一些，且無嘔吐無力的後遺症，只因江太醫用的是溫太醫擬好的時疫舊方，藥性比較霸道。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕要見一見這個溫太醫，果真如你所言，江誠、江慎是斷斷留不得了。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 皇上說得極是，但這如今宮中時疫剛有轉好之相，宮人皆以為是二江的功勞，若此時除去他們兩個，只怕外頭的清議會不大好。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 是啊，他們倆到底是華妃的人。不過朕真要除他們的話，法子多得是。好了，不說這個了，四月十七是你的生日，你又有了身孕，朕想叫內務府好好給你熱鬧一番。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 皇上拿主意就是。
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 好，朕拿主意，你和孩子高興就是。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 皇上那麼喜歡孩子，你又老在華妃處，怎麼華妃的肚子一點動靜都沒有呢？
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 她不會有孩子的。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 臣妾曾聽聞華妃娘娘小產，可是為此傷了身子？
494 | 皇帝 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 朕還有事，先去養心殿，你好好歇著。
494 | 甄嬛 | （皇帝在甄嬛眉間畫了一朵粉紅梨花） | 臣妾恭送皇上。
495 | 皇帝 | （養心殿） | 夏刈，替朕除掉兩個人。
495 | 夏刈 | （養心殿） | 請皇上吩咐。
495 | 皇帝 | （養心殿） | 做得隱蔽些，不要惹人懷疑。
495 | 夏刈 | （養心殿） | 奴才領命。
495 | 皇帝 | （養心殿） | 你帶著血滴子的那些人幹得不錯，好好替朕盯著前朝，盯著那些有逆反之心的人。
497 | 蘇培盛 | （翊坤宮） | 皇上駕到！
497 | 華妃 | （翊坤宮） | 皇上，皇上可曾聽說江誠、江慎兩位太醫昨夜出宮回家被強盜所殺，連頭顱都不知所蹤？堂堂京師，天子腳下，竟出如此血案，實在是無法紀可言。
497 | 皇帝 | （翊坤宮） | 愛妃，朕聞此噩耗也心中驚動，已命人追查此事。念其二人在時疫中的功勞，朕為表嘉許，特賜白銀百兩為其置辦喪事，你可放心了？
497 | 華妃 | （翊坤宮） | 只是兩位太醫一死，時疫之事？
497 | 皇帝 | （翊坤宮） | 這個你就不必操心了，朕已命太醫溫實初接管時疫之事。
498 | 眾太醫 | （太醫院） | 恭喜恭喜了，溫太醫！真是前途無量啊！溫太醫還請多多關照啊！
498 | 溫實初 | （太醫院） | 多謝多謝，相互關照。
499 | 皇帝 | （圓明園） | 這幅虢國夫人圖如何啊？
499 | 允禮 | （圓明園） | 眉梢眼角皆是風情，當年的畫師也算是畫得入神了。
499 | 皇帝 | （圓明園） | 所謂美人，須得風情靈動知情識趣才好，否則再美也是個木頭美人，有什麼意趣？
499 | 允禮 | （圓明園） | 所以皇上如此寵愛莞嬪？
499 | 皇帝 | （圓明園） | 四月十七是莞嬪的生辰，朕到圓明園來就是想替她好好辦一辦，讓她歡喜一場。只是眼下河南罷考的事也才剛剛安定，朕手頭有很多事情，想找個人替朕多費點心。
499 | 允禮 | （圓明園） | 皇兄的意思是讓臣弟來辦？
499 | 皇帝 | （圓明園） | 朕能想的主意，不過是賞些新奇珍寶而已，但若真辦不出個新意來，恐怕也不能讓莞嬪真正的高興，你得多替朕想些好主意。
499 | 允禮 | （圓明園） | 臣弟這個閒人，辦這種事是最拿手的，皇兄放心就是。
500 | 曹貴人 | （圓明園牡丹臺，皇帝一干人等賞舞） | 這牡丹臺南有湖水，西臨曲溪，康熙爺在世的時候常來這裡觀賞牡丹，留下了一段佳話。
500 | 華妃 | （圓明園牡丹臺，皇帝一干人等賞舞） | 皇上在這兒給她過生日，皇上也太擡舉她了，她也配？
500 | 皇帝 | （圓明園牡丹臺，皇帝一干人等賞舞） | 果郡王呢？
500 | 蘇培盛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 是啊，諸位王爺都到了，獨不見果郡王，奴才著人去看一看。
500 | 皇帝 | （圓明園牡丹臺，皇帝一干人等賞舞） | 這個老十七。
500 | 齊妃 | （圓明園牡丹臺，皇帝一干人等賞舞） | 咱們現在都不知道時興什麼妝容了，你說怎麼這些命婦的眉心都畫了梨花點綴啊？
500 | 曹貴人 | （圓明園牡丹臺，皇帝一干人等賞舞） | 這呀？這是皇上親手為莞嬪畫的姣梨妝，風靡京城呢。
500 | 齊妃 | （圓明園牡丹臺，皇帝一干人等賞舞） | 不就如花鈿一般嗎，也不是很美啊。
500 | 曹貴人 | （圓明園牡丹臺，皇帝一干人等賞舞） | 皇上親手畫就，如此深情厚意你還看不出來啊？
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 皇上，臣妾想去看一看眉姐姐。
500 | 皇帝 | （圓明園牡丹臺，皇帝一干人等賞舞） | 好，去吧。
500 | 齊妃 | （圓明園牡丹臺，皇帝一干人等賞舞） | 皇上就如此偏愛莞嬪嗎？
500 | 曹貴人 | （圓明園牡丹臺，皇帝一干人等賞舞） | 不是偏愛，是交了心，如今除了莞嬪，還有誰能隨意出入御書房伺候皇上左右呢？
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 姐姐病癒後第一次出席宴會，身子還吃得消嗎？
500 | 眉莊 | （圓明園牡丹臺，皇帝一干人等賞舞） | 我一切都好，你放心。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 姐姐雖然痊癒，但再不復當年意氣風發之態，我實在是擔心。
500 | 眉莊 | （圓明園牡丹臺，皇帝一干人等賞舞） | 溫大人醫術高明，但就是華佗在世，也是醫得了命醫不了心。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 姐姐不顧及自己，也得顧及榮寵，宮中活命自保，不能沒有皇上的寵眷。
500 | 眉莊 | （圓明園牡丹臺，皇帝一干人等賞舞） | 榮寵僥倖，不過是三十年河東三十年河西般時事遷移，並無穩固之說，既不穩固，又何必一定要放在心上。——出什麼事了？
500 | 甄嬛 | （至十福晉跟前） （圓明園牡丹臺，皇帝一干人等賞舞） | 福晉似乎病了，我過去看看。福晉身子不適嗎？
500 | 十福晉 | （圓明園牡丹臺，皇帝一干人等賞舞） | 妾身失儀，心口疼的毛病又犯了。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 福晉坐。
500 | 十福晉 | （圓明園牡丹臺，皇帝一干人等賞舞） | 莞嬪娘娘芳誕，妾身掃娘娘的興了。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 福晉切勿這麼說，誰沒有個三災六病呢，吃了藥好了就是了。福晉平日裡是吃天王保心丹嗎？
500 | 十福晉 | （圓明園牡丹臺，皇帝一干人等賞舞） | 是，妾身身上帶著呢，勞娘娘玉手，實在不敢當。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 在外本宮與福晉是君臣，在內卻是至親，哪裡說得上這樣見外的話？王爺有公務在外，福晉應該善自珍重才是啊。
500 | 十福晉 | （圓明園牡丹臺，皇帝一干人等賞舞） | 謝謝娘娘關懷。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 宮外也盛行此妝嗎？
500 | 十福晉 | （圓明園牡丹臺，皇帝一干人等賞舞） | 現在京中以姣梨妝為美，一是可以效仿娘娘的美貌，二是以此求夫妻和順，這可是一段佳話呀。常聽說娘娘最得皇上寵幸，不想娘娘竟是這樣隨和，難怪皇上喜歡你。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 福晉這樣誇獎，叫我如何敢當？
500 | 浣碧 | （圓明園牡丹臺，皇帝一干人等賞舞） | 小主，果郡王已經在後湖邊上備下了給您的賀禮了，請您和皇上一同前去。
500 | 甄嬛 | （圓明園牡丹臺，皇帝一干人等賞舞） | 知道了，我即刻就去。本宮先走一步。
501 | 皇帝 | （天上一群風箏） （眾人至湖邊） | 老十七最是花樣百出，這次不知道又搞什麼名堂，咱們一塊兒看看。你們看！
501 | 槿汐 | （眾人至湖邊） | 娘娘大喜，請娘娘放風箏祈福。
501 | 甄嬛 | （放風箏） （眾人至湖邊） | 皇上你看。
501 | 皇帝 | （眾人至湖邊） | 留神。
501 | 甄嬛 | （眾人至湖邊） | 這四月裡竟有這麼多蓮花？
501 | 皇帝 | （允禮吹著笛子登場） （眾人至湖邊） | 你聽，鳳凰于飛，好雅的笛聲啊。
501 | 甄嬛 | （眾人至湖邊） | 鳳凰于飛，和鳴鏗鏘，夫妻和順恩愛是世間所有女子的夢想。
501 | 皇帝 | （眾人至湖邊） | 此刻你的夢想實現了嗎？
501 | 允禮 | （眾人至湖邊） | 小王以滿湖的蓮花恭賀莞嬪芳誕。
501 | 甄嬛 | （眾人至湖邊） | 王爺費心了，本宮很是感謝。
501 | 皇帝 | （眾人至湖邊） | 朕讓你想點新奇的點子，沒想到你辦得這麼好。
501 | 允禮 | （眾人至湖邊） | 皇兄囑咐為莞嬪慶生，臣弟自然是盡心盡力。
501 | 甄嬛 | （眾人至湖邊） | 只是不知王爺如何在這季節使蓮花開放？
501 | 允禮 | （眾人至湖邊） | 蓮藕早是提前種下的，引宮闈外的一胡溫泉水進御湖，花就都可開了。
501 | 甄嬛 | （眾人至湖邊） | 多謝皇上。
501 | 皇帝 | （眾人至湖邊） | 你晉封嬪位，家中的女眷自然也要封誥，朕已經下旨，封你母親為正三品誥命夫人。
501 | 甄嬛 | （眾人至湖邊） | 多謝皇上。
502 | 華妃 | （翊坤宮，夜） | 本宮的母親才是正三品誥命夫人，如今莞嬪的母親也攀上了。
502 | 曹貴人 | （翊坤宮，夜） | 也許——皇上只是一時興致。
502 | 華妃 | （翊坤宮，夜） | 不是一時興致。當初皇上答允本宮要封本宮的母親為正二品誥命夫人，只因為皇后一力反對，說本宮只是妃位，母親的封誥不宜過高，終究還是未能成封。可現在甄嬛還是小小嬪位，皇上就如此擡舉她，假以時日她若生下孩子，只怕是要踩到本宮臉上來了。
502 | 曹貴人 | （翊坤宮，夜） | 這怎麼會呢——
502 | 華妃 | （翊坤宮，夜） | 怎麼不會！人家生孩子，你也生孩子，怎麼你生下孩子才是小小貴人，人家還沒生孩子就是嬪位？說到底還不是你不爭氣！
502 | 曹貴人 | （翊坤宮，夜） | 娘娘別生氣了，氣壞了自己就不好了。
502 | 華妃 | （翊坤宮，夜） | 不生氣？只有除掉她本宮才能不生氣。
503 | 音袖 | （曹貴人宮中） | 小主——
503 | 曹貴人 | （曹貴人宮中） | 我知道你要說什麼，可日子再難也還得過，是不是？
503 | 音袖 | （曹貴人宮中） | 奴婢只是擔心小主。
503 | 曹貴人 | （曹貴人宮中） | 不用擔心我，我都習慣了。
503 | 音袖 | （曹貴人宮中） | 您好歹是公主的生母，她這樣對您大呼小喝，這——
503 | 曹貴人 | （曹貴人宮中） | 我只求我的溫宜能夠平安成長，別的都不重要。
503 | 音袖 | （曹貴人宮中） | 可是華妃娘娘和莞嬪早已是水火不相容，娘娘夾在中間——
503 | 曹貴人 | （曹貴人宮中） | 她只知道要我除去莞嬪，卻不知道此事有多難辦。眼看她家世日盛，一旦生下皇子，地位就要越過華妃了。
503 | 音袖 | （曹貴人宮中） | 小主可要為自己打算。
503 | 曹貴人 | （曹貴人宮中） | 打算……我還能有別的打算嗎？
504 | 淳兒 | （碎玉軒） | 這宮裡頭整天都是這個樣子，一點新鮮都沒有，哪有圓明園好玩啊？今天日頭這樣好，姐姐陪我出去放風箏吧？姐姐生日的時候留的風箏我還特意要了兩個呢。
504 | 甄嬛 | （碎玉軒） | 你呀，真是沒有一天安分的，我昨兒還聽說你在自己寢殿裡捉骰子玩，還砸碎了皇上賞的一個琺琅花瓶。
504 | 淳兒 | （碎玉軒） | 皇上才不會怪我呢。姐姐，你就別看了，我們出去走走，散散心也好啊，你老這麼待著，人愛犯懶，那誰知道以後生下來的小外甥是不是個懶漢呢。
504 | 甄嬛 | （碎玉軒） | 也好，我也是成日裡悶著。
504 | 浣碧 | （碎玉軒） | 小主，少出去吧，上次富察貴人的事還不叫人害怕嗎？
504 | 淳兒 | （碎玉軒） | 那就多叫人跟著唄。姐姐，我們出去嘛，好不好？
